Review,Aspects,Sentiment
"However, the service has SIGNIFICANTLY declined since they expanded into the back room.","['service', 'place']","['negative', 'neutral']"
"Our waitress was very nice, not snotty - she even gave us a free apertif after the meal (and left the bottle on the table).","['staff', 'food']","['positive', 'neutral']"
Nice decor - but the place is so crowded and noisy you can't enjoy it.,"['ambience', 'place']","['positive', 'negative']"
The prices seemed reasonable with entrees ranging from $14-$25.,"['price', 'food']","['positive', 'neutral']"
"What I liked the most is that the staff listened attentively to what I asked for and my meal was prepared EXACTLY the way I asked, what a treat.","['staff', 'food']","['positive', 'neutral']"
"Although we had to wait a long while and the hostess was very busy behind the bar, she was very apologetic and sincere which made it feel ok to have to wait.","['staff', 'place']","['negative', 'neutral']"
"The wait staff is very attentive, and you can smoke at the bar while enjoying the view of the river.","['staff', 'place']","['positive', 'neutral']"
the prices are right and i strongly recommend this place for any time of day: early breakfast or late night snack.,"['price', 'food']","['positive', 'neutral']"
"-the bread served was cold  -the choices for restaurant week was very slim (no meat dish except pork) -there were no chef's treats or delights -the food was ok but not up to the quality expected There are more exciting, romantic restaurants in the city to visit.","['food', 'staff']","['negative', 'neutral']"
"Lovely place with the kind of Chinese food I like -- clean presentation, sizeable menu, and a bit of a French twist.","['place', 'menu', 'food']","['positive', 'positive', 'neutral']"
Our waiter showed up two minutes later to take our order and showed up with our drinks 25 minutes later and they were not crowed.,"['staff', 'food']","['negative', 'neutral']"
I am an extremely low maintenance diner and the staff at this restaurant managed to insult my dinner party and refuse kitchen service minutes after seating us and informing us that the kitchen was open.,"['place', 'food']","['negative', 'neutral']"
"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.","['staff', 'food']","['negative', 'neutral']"
"When after 2 hours we did ask for our entrees, the waiter and busboy were both extremely rude.","['food', 'staff']","['neutral', 'negative']"
"The waitress came three times: to take our order, to bring the order, and to bring the check.","['staff', 'price']","['negative', 'neutral']"
"It's got above-average diner and italian fare, and it's right near the subway.","['place', 'price']","['positive', 'neutral']"
"The small bar is always packed with people, and you have to constantly contend with waiters asking you to move as they navigate through the crowd to make it to their tables.","['place', 'staff']","['neutral', 'negative']"
Recommended to those who want to try a different setting for a diner.,"['ambience', 'place']","['positive', 'neutral']"
"He did do the service part well enough -- brought the food, etc.","['service', 'food']","['positive', 'neutral']"
"it is too bad because the food, ambiance, and drinks were great but they need serious help on the service.","['food', 'ambience', 'service']","['positive', 'positive', 'negative']"
Hey - What better excuse to sit at the bar and try another one of their fantastic drinks.,"['place', 'food']","['neutral', 'positive']"
"Come in the evening, sip a glass of wine, or two, and enjoy the great live jazz along with your dinner.","['ambience', 'food']","['positive', 'neutral']"
Hunan Delight has one page in their menu full of Vegetarian dishes.,"['menu', 'food']","['neutral', 'positive']"
"Starting off with an excellent carafe of Cotes du rhone suggested by the waiter, we soon ordered a few appetizers like the steak tartare, the escargot and the goat cheese tart.","['staff', 'food']","['positive', 'neutral']"
"Although there were many open tables, the manager insisted my party wait at the bar for over one hour.","['staff', 'place']","['negative', 'neutral']"
"We tried the Tasting menu', and the manager offered to select the items to be served after taking inputs from us ( Choice of meat, allergies etc.","['menu', 'staff', 'service']","['positive', 'positive', 'neutral']"
"After they were done poking and prodding our food, the waiter took it right from their table and tried to give it to us.","['food', 'staff']","['neutral', 'negative']"
"I have worked in the restaurant industry for 5 years, and so am understanding of things out of my server's control, and I have never experienced such poor service!","['staff', 'service']","['neutral', 'negative']"
"Don't go for the decor or the location, go for the food!","['ambience', 'place', 'food']","['negative', 'negative', 'positive']"
"We waited forever for our orders, our drinks came out AFTER our food, we never got refills on water, we had to ask like three times for extra dressing, and our waiter was rude.","['food', 'ambience', 'staff']","['neutral', 'neutral', 'negative']"
"We asked the chef if it was possible to have two different tasting menus, to which he was quick and eager to comply.","['staff', 'menu']","['neutral', 'positive']"
"The service was very rushed and as we were finishing our drinks and paying our bill, the owner asked us to leave so he could seat other people at our table.","['service', 'food', 'staff']","['negative', 'neutral', 'negative']"
Our waiter was great and we even got drinks and some food courtesy of the cheff- maybe because it wasn't so busy when we went.,"['staff', 'food']","['positive', 'neutral']"
"Oh, you should have seen the look on the waiter's face when we told him we didn't want any coffee after the meal.","['staff', 'food']","['negative', 'neutral']"
"No specials and no crab limited the menu choices, and the toast for my (very average) foie gras arrived 5 minutes after the rest of the food, and was cold and burnt.","['food', 'menu']","['negative', 'neutral']"
"If I went back, I'd have dinner in the bar--better service and even better atmosphere.","['food', 'place', 'service']","['neutral', 'neutral', 'positive']"
We felt the waiter and captain rushed us through our meal.,"['staff', 'food']","['negative', 'neutral']"
"The worst occasion, and the final straw for me was when myself and four friends were told that we could have a table if we moved away from our stools at the bar.","['food', 'place']","['negative', 'neutral']"
"Servers are layed back, but food arrives rapidly.","['staff', 'food']","['negative', 'positive']"
Wine has had C-Tails at the bar(SUPRISE!!!),"['food', 'place']","['positive', 'neutral']"
"I went there for lunch a couple of times but whenever I went there (even though we pinpointed our order on menu), waitress messed up our order and they never said sorry.","['food', 'menu', 'staff']","['neutral', 'neutral', 'negative']"
"Their Billy-Cheese steak sandwich is very good, too, but last I was there it wasn't on the menu, at least not for dinner anyway.","['food', 'menu']","['negative', 'neutral']"
We had the tasting menu -- which was not a meal!!!,"['menu', 'food']","['positive', 'neutral']"
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.","['price', 'food']","['neutral', 'negative']"
We sat soaked in red wine for 20 minutes eating our meals w/o the wine b/c the server saw us like that but did nothing until we stopped him.,"['food', 'staff']","['neutral', 'negative']"
"I've eaten at this Zen Palate location a few times, and each time have had the same reaction- I feel the food's sub-par, but decide to give it another chance and order something else.","['place', 'food']","['neutral', 'negative']"
Diners at the bar watch busy chefs scoop lobster salad onto warm brioche rolls.,"['place', 'food']","['neutral', 'positive']"
"The food and appearance of Alfama is quite nice but the menu is a bit deceptive in that my grilled shrimp (Peri Peri) consisted of an entree plate with three shrimp, no veggies or starch.","['food', 'menu']","['positive', 'negative']"
My vegetable Napoleon was good; although i first got the veggie burger because the waitress mis-heard and stood my friend up for another 15 minutes of waiting to have it served.,"['food', 'service']","['positive', 'negative']"
"Went with a large group of 7 ladies before a show, and the staff was extremely obliging, even when one person was late and we had to wrap up her dinner to take to her.","['staff', 'food']","['positive', 'neutral']"
"A cocky, arrogant and shockingly condescending manager (all of 22 years-old) then told us we should leave the restaurant if we wouldn't move to the bar.","['staff', 'place']","['negative', 'neutral']"
"Our waitress left halfway through dinner, without explanation, and was replaced by another waiter.","['staff', 'food']","['negative', 'neutral']"
Service during either brunch or dinner could be quicker and more attentive at times.,"['service', 'food']","['positive', 'neutral']"
"You can undoubtedly get better food and service for the price at other places, but certainly not with those views!","['food', 'price']","['positive', 'neutral']"
"Not including the tip for our server, who we saw twice in an hour?","['price', 'staff']","['neutral', 'negative']"
I have no complaints about the wait or the service but the pizza was not at all something to write home about.,"['service', 'food']","['positive', 'negative']"
The snooty manager asked us to leave and gave us our check in the middle of our meal.,"['staff', 'food']","['negative', 'neutral']"
"Service was prompt, although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners (ever heard of cocktail waiters).","['service', 'place', 'price', 'staff']","['negative', 'neutral', 'neutral', 'neutral']"
Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.,"['food', 'service']","['positive', 'negative']"
"My companion went to the bathroom and overheard the waiter singing near the back of the place The cappuccino machine is broken, It's broken.","['place', 'staff']","['neutral', 'negative']"
"after such a strong showing, dessert was a letdown per our waiters recommendation, we ordered the raspberry softie the coconut-stuffed apricots the softie tasted like a mixture between cough syrup a starburst, whereas the apricots were extremely sour.","['food', 'staff']","['negative', 'neutral']"
Asked for wine recommendations and the waitress told me her favorites and described them in detail - I don't encounter this much in NYC.,"['food', 'staff']","['neutral', 'positive']"
"That being said, they do have a nice lounge area downstairs where you can just hang out, have a seat, and relax (no more waiting out in the cold or at the crowded bar).","['service', 'place']","['negative', 'positive']"
"Just expect to wait a good twenty minutes before they take your order (even when the restaurant is half empty), you'll have to ask at least 5 waiters and a manager for coffee before they bring it to you and when they bring your orders out wrong, expect the manager to side with the chef and not you.","['staff', 'food']","['negative', 'neutral']"
We were not seated by a hostess (and as a result didn't receive menus or water for a good while) and were rushed out as the restaurant closed an hour after we arrived.,"['staff', 'menu']","['negative', 'neutral']"
"When one of our party brazenly asked to substitue a flavor of gelato for one of the desserts on the menu, the waiter snobbishly told us that, Mario and the chef don't like to do that.","['food', 'menu', 'staff']","['neutral', 'neutral', 'negative']"
"While the place looks rather small and undecorated, I will definitely go back just for the food.","['place', 'food']","['negative', 'positive']"
"I guess Mars 2112 keeps the food bland for the family fare, but it only serves to detract from its overall experience.","['food', 'price']","['negative', 'neutral']"
"We had a plate of smoked meats, some stinky cheeses (that's how they were described on the menu), delicious marinated anchovies, and crostini with various vegetable toppings.","['food', 'menu']","['positive', 'neutral']"
A good restaurant would have at least comped desert or sent over a round of drinks for such a long wait -- we didn't even get an apology from a manager.,"['food', 'staff']","['neutral', 'negative']"
"Actually, upon being seated in the tea room, we weren't even offered the tea menus and had to ask for it.","['place', 'menu']","['neutral', 'negative']"
The staff was knowledgeable about the cuisine and answered my dining questions with professionalism and style.,"['staff', 'food']","['positive', 'neutral']"
"Sit at the bar, order a glass of wine, and grab an appetizer: they'll also bring you olives, parmesan cheese, a huge loaf of delicious bread and 3 dipping sauces.","['place', 'food']","['neutral', 'positive']"
We recently went for dinner with two kids and the staff were very accomodating even without reservations.,"['food', 'staff']","['neutral', 'positive']"
"Service was slow (20 minutes wait time before they came back with our drinks, not including 10 minute wait for them to take our drink order).","['service', 'food']","['negative', 'neutral']"
Go there for dinner this time and find it unusually bad in taste and not pleasent service at all.,"['food', 'service']","['neutral', 'negative']"
"The waiter was constantly puching us to have drinks, he told us that we were not ordering properly and insisted on bringing to the table his recommendations.","['staff', 'food']","['negative', 'neutral']"
Worth the trip and the wait (and the higher than average price)?,"['service', 'price']","['positive', 'negative']"
"The journey may be long and the wait may be longer, but there is nothing that could keep me from this pizza.","['service', 'food']","['negative', 'positive']"
My friend ordered the scallops which were served in a light red sauce that was complemented very nicely with atichoke palms.,"['service', 'food']","['neutral', 'positive']"
"Service is not particularly warm, but I've gone back again and again (for dinner) over the years on an almost monthly basis.","['service', 'food']","['negative', 'neutral']"
"When questioning our server about a certain dish, she kindly brought over the Union Sq.","['staff', 'food']","['positive', 'neutral']"
"Instead of going to a fun lounge after dinner, as planned, everyone had paid so much, that we went to a dive bar for the rest of the night for cheap drinks.","['food', 'place']","['positive', 'neutral']"
"Bar has, french fries, bunch of different vegs and fruits, sushi, ribs (not great, wait for the waiters that come around with the meat).","['place', 'food', 'staff']","['neutral', 'positive', 'neutral']"
The waiter seemed astounded that I ordered no wine or alcohol -- just water -- with my meal.,"['staff', 'food']","['negative', 'neutral']"
The food and drinks held up to eatery's rep and the service was just as good if not better.,"['food', 'service']","['neutral', 'positive']"
Those who choose an omakase (chef's choice) menu will be happily surprised with accents of jalapeno or swaths of homemade sauce cleverly accenting rolls and sushi alike.,"['food', 'staff', 'menu']","['positive', 'neutral', 'positive']"
"As for the food, apart from the Chef's Omakase, the appetizers and rolls are just below mediocre for the price they charged.","['food', 'staff', 'price']","['negative', 'neutral', 'negative']"
"I went on a Saturday night on the recommendation of the new General Manager, Mike who also did Cheetah Club and Le Souk.","['food', 'place']","['positive', 'neutral']"
"Ok, it's not greasy steak and juicy burger good, but it's a light healthy fare, if you are into that kind of stuff.","['price', 'staff']","['positive', 'neutral']"
"After being seated outside by the host, a waitress came over and yelled at us for taking a table that belonged to people waiting at the bar.","['staff', 'service']","['negative', 'neutral']"
"Summary good service, bad food!","['service', 'food']","['positive', 'negative']"
"We were able to get a table right away on Friday night, but we only saw our server twice and he failed to give us the specials, we overheard him tell the table right next to us after we had ordered and were already into our salads.","['staff', 'food']","['negative', 'neutral']"
People will literally spend their entire lunch break waiting and for what - an average fastfood burger.,"['food', 'service']","['negative', 'neutral']"
"The Food Brasserie favorites are prepared by the book: Onion soup gratinee bubbles with a thick layer of Gruyere cheese, and grilled shell steak is served medium-rare, with a side of crisp shoestring potatoes.","['food', 'service']","['positive', 'neutral']"
"Unfortunately, as we were finishing up, the manager hovered around us and asked us to go to the bar to finish our drinks because there were other people waiting.","['staff', 'place', 'food', 'service']","['negative', 'neutral', 'neutral', 'neutral']"
"The last time I went to the restaurant, the waitress made me wait to take my order, then left me without anything to drink throughout the entire meal.","['staff', 'food']","['negative', 'neutral']"
There's very little on their menu if you're trying to avoid cheese and oil - not many grilled entrees at all.,"['menu', 'food']","['neutral', 'negative']"
"The entree menu is not diverse, but the items on it are all very good.","['menu', 'food']","['negative', 'positive']"
"Our waitress asked us if we wanted anything else, we said only the check - she quickly scooped up our not-yet finished food.","['staff', 'food']","['negative', 'neutral']"
Waiters had to reach over people to deliver food.,"['staff', 'food']","['negative', 'neutral']"
"The bar bites weren't anything special (we had calamari and wings, very ordinary), but our dinner was phenomonal, as was our service.","['place', 'food']","['neutral', 'positive']"
It took the waiter over 30 minutes to get our food because the order was misplaced.,"['staff', 'food']","['negative', 'neutral']"
One of my favorite places to get a cup of tea or to have a casual brunch with the newspaper.,"['food', 'place']","['neutral', 'positive']"
"(The booths remained unoccupied throughout our meal, unless you count the not-very-busy waitstaff.","['food', 'staff']","['neutral', 'negative']"
"95 all-you-can-eat lunch is tooted as a good deal but a the ambiance is dreadful and you can get a terrific meal, also kosher vegetarian, in peace with service just around the corner for $2 more.","['food', 'service']","['positive', 'neutral']"
The place was very crowded usually it is a good indication that the food would be worth the delay.,"['place', 'food']","['negative', 'positive']"
Our server seemed to be new because he continually had to go back to the kitchen to check on menu items.,"['staff', 'menu']","['negative', 'neutral']"
The menu has many dishes that one can't find anywhere in the city.,"['menu', 'food']","['neutral', 'positive']"
I ordered the strip steak medium - the waiter or the chef reversed our requests.,"['food', 'staff']","['neutral', 'negative']"
"The owner himself one time came to our table to clear our dishes when our waiter didn't show (a rare occurance, but it was late at night).","['staff', 'food']","['negative', 'neutral']"
The food is really great but the service is absolutely horrible!,"['food', 'service']","['positive', 'negative']"
"I went back a different night, once again I can't remember which, probably Friday and the place was a ghost town, with a corny DJ and a waitress who couldn't get my friend's drink right after several tries.","['place', 'staff', 'food']","['neutral', 'negative', 'neutral']"
My next thought was god i could use a few drinks and a bathroom.,"['food', 'place']","['negative', 'neutral']"
"When asked to compare between two dishes, the server said whatever you like.","['food', 'staff']","['neutral', 'negative']"
"Start by enjoying the atmosphere while having a glass of wine at the bar and we you are ready, go and enjoy your food!","['ambience', 'place']","['positive', 'neutral']"
Apparently the same hostess was also trying to kick out a group of women having drinks at a table and giving them a hard time for holding up a table.,"['staff', 'food']","['negative', 'neutral']"
One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.,"['food', 'staff']","['negative', 'neutral']"
"My friend and I were the ONLY 2 people in the entire place seated for dinner and after sitting there for 15 minutes, I had to walk over to our surly waiter and ask for menus.","['service', 'food', 'staff']","['neutral', 'neutral', 'negative']"
"The tables weren't bussed and they forgot to make my chai tea, which wasn't all that delicious, not was my friend's coffee.","['place', 'food']","['negative', 'positive']"
Don't miss the crema catalana the waiter recommended us for dessert.,"['staff', 'food']","['positive', 'neutral']"
"The place is a little over-priced for brunch but it is a nice restaurant so that was expected Food (i had the omelette with cheddar, mushrooms and herbs), service, coffee, atmosphere were all fantastic.","['place', 'food', 'service', 'ambience']","['negative', 'positive', 'positive', 'positive']"
I went for an early dinner the other night and encountered the worst service i have experienced in a long time.,"['food', 'service']","['neutral', 'negative']"
Super friendly neighboorhood atmosphere where even a lady can go alone and have a drink and feel comfortable.,"['ambience', 'food']","['positive', 'neutral']"
"If coming to Tea and Anthipathy (yea u heard me) during conventional dining hours, expect a good long wait on the curb till tables open up.","['food', 'service']","['neutral', 'negative']"
"the staff is great, but the food is just ok.","['staff', 'food']","['positive', 'negative']"
And Mondays fajita are half price all night.,"['food', 'price']","['neutral', 'positive']"
The staff is very friendly too~  Everything is wonderful about this place except for the bathroom.,"['staff', 'place']","['positive', 'negative']"
To make matters worse an hour into our dinner we see a waiter take mojitos to another table.,"['food', 'staff']","['neutral', 'negative']"
"Bringing a large group on a busy Saturday night ,I was afraid quality of food and service might not be up to par, but we were seated promptly and the service by our waitress was fantastic considering how busy it was.","['food', 'service', 'staff']","['negative', 'positive', 'positive']"
"Fifteen minutes later, when we asked about our drinks, another server went to investigate and found that they'd run out of one of the liqueurs they needed and had gone out to get more -- which is fine, but it would've been nice to know.","['food', 'staff']","['neutral', 'negative']"
"After 45 mins of waiting in an sans air conditioned bar, we grew tired of paying for over-priced drinks.","['place', 'food']","['neutral', 'negative']"
PLUS the best wine can be found in the bar but they refused to sell us a bottle!!,"['food', 'place']","['positive', 'neutral']"
I recently attended a celebratory dinner here and I just want to warn everyone that the service is the worst I have ever experienced!,"['food', 'service']","['neutral', 'negative']"
Our lovely waiter sent us off with scones for breakfast the following AM!,"['staff', 'food']","['positive', 'neutral']"
Our waiter took his sweet time bringing the menus and telling us the specials and it wasn't until almost 10:15 that we put our order in.,"['staff', 'menu', 'food']","['positive', 'neutral', 'neutral']"
"On the menu, there are many inexpensive snacks, drinks and meals to choose from.","['menu', 'food']","['neutral', 'positive']"
I especially love the korean dish's they add into there menu consider its 2 for 1 its hard not to resist with asian cuisine being so expensive in all in New York.,"['food', 'menu']","['positive', 'neutral']"
"While the people here were nice and the service was very good, the food was not very good - it was extremely greasy, the place did not offer alternatives such as egg whites and PAM spray instead of oil, coffee was average Crystal Rock Office Flavored Coffee - not the good coffee.","['service', 'food']","['positive', 'negative']"
"SQC is great in the evening, the light is excellent and it's perfect to sit at the bar, eat oysters on the half shell and have a glass of wine.","['ambience', 'place', 'food']","['positive', 'neutral', 'neutral']"
"I would have told the wait staff if anyone had asked me if I enjoyed my meal, but no one asked.","['staff', 'food']","['negative', 'positive']"
"And although I've noticed that the prices have gone up a little since they opened, it's still a great menu.","['price', 'menu']","['negative', 'positive']"
"With only 2 tables occupied in the whole place, the waitress spent her time behind the bar and only came to help us when we got up and asked her to.","['place', 'staff']","['neutral', 'negative']"
"As we attempted to digest our meal and browse the dessert menu, the same staff members approached us to move along our order.","['food', 'menu', 'staff']","['neutral', 'neutral', 'negative']"
I went there for lunch with co-workers and found the service to be prompt and very friendly.,"['food', 'service']","['neutral', 'positive']"
"They moved us upstairs to an area where they were setting up for a private party -- we had no server, and had to flag down people setting up for the party to get us drinks, silverware, water, etc.","['staff', 'food']","['negative', 'neutral']"
"When we received the bill, we asked the manager to do something about the drinks, considering how poor the service was and her reply was, Well, you got them!","['price', 'staff', 'food', 'service']","['neutral', 'positive', 'neutral', 'negative']"
"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.","['food', 'place', 'staff']","['negative', 'neutral', 'negative']"
I must admit the times my family (6 or more) have had dinner there the service seemed to forget us after serving the main course.,"['food', 'service']","['neutral', 'negative']"
"We were seated promptly, and after an inordinate wait, somebody took our drink order and disappeared for half an hour.","['service', 'food']","['negative', 'neutral']"
"Although the atmosphere was lacking, I could definitely recommend a trip to Esca for the fish alone!","['ambience', 'food']","['negative', 'positive']"
"Though it might be a wait and the service might leave a little to be desired, anyone that has ever eaten there agrees that the food is worth it.","['service', 'food']","['negative', 'positive']"
"Best Baked Ziti in the area, great classic NY pizza.","['food', 'place']","['positive', 'neutral']"
When I asked the waitress she told me it was because I ordered pancakes.,"['staff', 'food']","['negative', 'neutral']"
Much has been made of Island's lack of french fries--space and cost are cited on the menu--but an order of thick crispy salt and vinegar chips almost satisfies the craving.,"['food', 'place', 'menu']","['negative', 'neutral', 'neutral']"
"Service was atrocious: appetizers came out 3 minutes after we ordered, and 10 minutes before we finally tracked down the bottle of wine we had ordered, the waiter rushed us from start to finish, we had to repeatedly track down someone to pour us more wine since it wasn't at the table, etc, etc.","['service', 'food', 'staff']","['negative', 'neutral', 'negative']"
mapQuest before you go and you'll arrive early enough start off at the bar with a fabulous old school cocktail.,"['place', 'food']","['neutral', 'positive']"
"The white tablecloths covering closely-packed, old wood tables; waitresses with accents and up-turned noses; warm firelight ambience; boisterous crowds drinking wine -- it's all here.","['staff', 'food']","['neutral', 'positive']"
My appetizer of endive and bleu cheese salad was a surprisingly large serving which balanced the striped bass entree (served on a bed of vegetables).,"['food', 'service']","['neutral', 'positive']"
"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.","['food', 'ambience']","['positive', 'negative']"
"Though the service leaves a lot to be desired, and the waitstaff runs around like chickens without heads, the beer is cold, the sake is hot, and the sushi is out of this world!","['service', 'staff', 'food']","['negative', 'negative', 'positive']"
When the group arrived for the Noon lunch the restaurant was only partially set up and the group was forced to eat lunch while the staff noisily set up the restaurant around them.,"['food', 'staff']","['neutral', 'negative']"
"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.","['food', 'ambience', 'place']","['neutral', 'positive', 'neutral']"
"The waiters can shoot off a 5 minute long list of specials, and they know the menu very well.","['staff', 'menu']","['positive', 'neutral']"
"beside i have to wait long time with my food, waiter service ok but unfriendly.","['food', 'service']","['neutral', 'negative']"
"Our waiter said 3 words to us, wisked away our food as we were finishing, and the maitre'd could not take his eyes off our table waiting for us to leave.","['staff', 'food', 'service']","['negative', 'negative', 'neutral']"
"The only downside was our waitress -- she forgot to order one of our side dishes, was not attentive, and then gave us our check before we finished our bottle of wine.","['staff', 'food']","['negative', 'neutral']"
I spent more time looking for a waiter than I did enjoying my meal.,"['staff', 'food']","['negative', 'positive']"
The only thing that was a little annoying was that the hostess didnt want to let us finish our first drinks at the bar and kept rushing us to sit down.,"['staff', 'food', 'place']","['negative', 'neutral', 'neutral']"
"You get plenty of food for the price, enough leftovers for lunch and they actually serve garlic chicken with lots of chicken and chinese vegetables.","['food', 'price']","['positive', 'neutral']"
"We heard two different servers telling tables about these specials, and when we asked to hear them, they wouldn't tell us them.","['staff', 'food']","['negative', 'neutral']"
"The freshness of the ingredients down to the perfection of the crust, it is truly the best.","['food', 'ambience']","['positive', 'neutral']"
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.","['menu', 'food', 'staff']","['positive', 'negative', 'negative']"
"The waiter, and someone at the next table, were both correct when they said that the lobster was delicious, but I though the price was a little steep.","['staff', 'food', 'price']","['positive', 'positive', 'negative']"
"The wait staff is very attentive; though if the place is really packed, then you may have to flag someone.","['staff', 'place']","['positive', 'negative']"
"They were rude, didn't know their drinks and were unable to demonstrate any professionalism in their service mentality.","['food', 'service']","['neutral', 'negative']"
"But the service was absolutely terrible, and we watied 45 minutes for food.","['service', 'food']","['negative', 'neutral']"
The food was good but we were dissatisfied with waiting too long for a uncomfortable table.,"['food', 'service']","['positive', 'negative']"
Service was horrendous the night we went for dinner.,"['service', 'food']","['negative', 'neutral']"
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,"['staff', 'price']","['neutral', 'negative']"
The sangria was served quickly and often.,"['food', 'service']","['neutral', 'positive']"
"The servers and/or bus persons dart back and forth through the dining room, never even making eye contact to see if you have any needs.","['staff', 'place']","['positive', 'neutral']"
"We ordered coffee, and then he ordered a bacon cheeseburger (for $12, ridiculous even for New York) The waiter then announced he was going to charge us a $4 sharing charge.","['food', 'staff']","['neutral', 'negative']"
"They might be all business at the counter when you give your order, but their food says I love you.","['place', 'food']","['neutral', 'positive']"
"We were seated promptly for a Saturday lunch, but service was incredibly slow.","['food', 'service']","['neutral', 'negative']"
The menu offers favorites from all over China: mellow Lake Tung-Ting shrimp from Hunan; peppery Sichuan tofu with minced pork; and Shanghainese soups with pickled mustard greens.,"['menu', 'food']","['neutral', 'positive']"
My only complaint is waiting a bit between the appetizer and the main course but it was well worth it.,"['service', 'food']","['negative', 'neutral']"
The service could be better but the management (Mariano) is quite helpful if there are any problems.,"['service', 'food']","['neutral', 'positive']"
"There are no price listed in the menu, and she will not provid them with a smile.","['price', 'menu']","['negative', 'neutral']"
"As we were finishing our dessert, a nearby waitress dropped a tray and HOT CHOCOLATE SAUCE splattered all over my neck, hair and sweater and my boyfriend's clothes.","['food', 'staff']","['neutral', 'negative']"
"The manager refused to talk to me sending the waiter to tell me to tell me that he was not available, when I had previously seen him doing absolutely nothing at the bar.","['staff', 'place']","['negative', 'neutral']"
And forget about having a drink at the bar to take the edge off because the space between tables is so narrow that you'll be shoved by the wait staff who are desparate to get their job done.,"['food', 'place', 'staff']","['neutral', 'neutral', 'negative']"
"(The band is positioned in front of the windows, in a space roughly the size of a living room.","['staff', 'place']","['positive', 'neutral']"
"At dinner on a Saturday night, I was enthused by the bustling, unpretentious crowd and the lusciously warm lighting.","['food', 'ambience']","['neutral', 'positive']"
"It's the New York you thought was long gone; orders are spoken, not yelled, and the staff knows the names of patrons' dogs.","['staff', 'food']","['negative', 'neutral']"
"Their service can use a little assistance, but their food is great.","['service', 'food']","['negative', 'positive']"
I told the waiter that my drink tasted very bad and asked if he could swap it out for a Petron Margarita.,"['staff', 'food']","['neutral', 'negative']"
"The overpriced ice cream is delicious but the service is atrocious - not only do I have to wait to be admitted into this ice cream joint, but the waiter is a snide, gruff man more suited to be a trucker than an ice cream shop server.","['service', 'food']","['negative', 'neutral']"
"We didn't see him the rest of the night, the other courses come out sporadically, and no one ever asked if we wanted more wine (which we did) or refilled our water -- even after we flagged down another waiter, nothing happened.","['food', 'staff']","['neutral', 'negative']"
"After demanding a free round of drinks from a third manager, our party decided to bail on this horrific french import.","['food', 'staff']","['neutral', 'negative']"
"You have to wait in line most of the time, but the burgers are worth it and the beer is cheap.","['service', 'food']","['negative', 'positive']"
"Maybe it was the choices the chefs had put on the Restaurant Week Menu, but much of our food was just so-so.","['menu', 'food']","['neutral', 'negative']"
"Our dinner was enhanced by a 1999 Pinot Grigio, recmmended by the waitress.","['food', 'staff']","['neutral', 'positive']"
"And the ambience is very cool, stop by on a Saturday afternoon and you can play some old school games while having a beer.","['ambience', 'food']","['positive', 'neutral']"
"The waitress even gave us a complimentary dessert- warm chocolate lava cake with a scoop of cinnamon ice cream, what a perfect end to a perfect dinner!","['staff', 'food']","['positive', 'neutral']"
"The menu can give you price shock but the food, service and drinks are worth every stinking penny.","['menu', 'price', 'food', 'service']","['neutral', 'neutral', 'positive', 'positive']"
"However, the service was so excellent, we added $10 to the tip!","['service', 'price']","['positive', 'neutral']"
After the rude waitress took our order we were sipping our drinks when the manager comes over and says we have to leave as the tables are reserved for dinner patrons.,"['staff', 'food']","['negative', 'neutral']"
"Don't know if the bar is really that bad, BUT the food would more than compensate!","['place', 'food']","['negative', 'positive']"
"We were promptly seated - the waitress was very attentive, got us drinks and menus.","['staff', 'food', 'menu']","['positive', 'neutral', 'neutral']"
I think I'm going to start taking the food and coffee to go b/c everytime I go there (which is quite often) I get more frustrated with the service.,"['food', 'service']","['neutral', 'negative']"
"The host was aloof; my waitress, though sweet, didn't seem to know the food or the menu very well; and the waiter we flagged over to order our wine seemed as if he had never looked at the wine list before.","['staff', 'menu', 'food']","['negative', 'neutral', 'neutral']"
Our food was delivered in a timely fashion but if you wanted another drink or your check you had to hunt down your server.,"['food', 'price']","['positive', 'neutral']"
The waiter knew his menu and what to recommend.,"['staff', 'menu']","['positive', 'neutral']"
The manager never came to our table and the restaurant didn't offer anything to compensate for the error (they could have taken the two cocktails off the check ).,"['staff', 'food']","['negative', 'neutral']"
"The waiter did not know the menu, and was very unaccomidating about substutions.","['staff', 'menu']","['negative', 'neutral']"
